,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
366,1,172.30.74.51,=>,197Kb,197Kb,197Kb,49.2KB,2023-11-24-16-13-33,49200,2023-11-24 16:13:33
367,,s3-r-w.eu-central-1.amazonaws.com,<=,41.0Mb,41.0Mb,41.0Mb,10.2MB,2023-11-24-16-13-33,10200000,2023-11-24 16:13:33
368,2,172.30.74.51,=>,2.45Kb,2.45Kb,2.45Kb,626B,2023-11-24-16-13-33,626,2023-11-24 16:13:33
369,,l03236.mshome.net,<=,3.19Kb,3.19Kb,3.19Kb,816B,2023-11-24-16-13-33,816,2023-11-24 16:13:33
370,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-13-33,0,2023-11-24 16:13:33
371,,l03236.mshome.net,<=,1.51Kb,1.51Kb,1.51Kb,387B,2023-11-24-16-13-33,387,2023-11-24 16:13:33
372,4,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-16-13-33,0,2023-11-24 16:13:33
373,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-13-33,68,2023-11-24 16:13:33
374,5,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-13-33,0,2023-11-24 16:13:33
375,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-13-33,68,2023-11-24 16:13:33
376,1,172.30.74.51,=>,241Kb,241Kb,241Kb,60.2KB,2023-11-24-16-17-04,60200,2023-11-24 16:17:04
377,,s3-r-w.eu-central-1.amazonaws.com,<=,39.6Mb,39.6Mb,39.6Mb,9.89MB,2023-11-24-16-17-04,9890000,2023-11-24 16:17:04
378,2,172.30.74.51,=>,2.16Kb,2.16Kb,2.16Kb,553B,2023-11-24-16-17-04,553,2023-11-24 16:17:04
379,,l03236.mshome.net,<=,3.20Kb,3.20Kb,3.20Kb,818B,2023-11-24-16-17-04,818,2023-11-24 16:17:04
380,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-17-04,0,2023-11-24 16:17:04
381,,l03236.mshome.net,<=,928b,928b,928b,232B,2023-11-24-16-17-04,232,2023-11-24 16:17:04
382,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-17-04,0,2023-11-24 16:17:04
383,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-16-17-04,72,2023-11-24 16:17:04
384,1,172.30.74.51,=>,48.9Kb,48.9Kb,48.9Kb,12.2KB,2023-11-24-16-20-33,12200,2023-11-24 16:20:33
385,,52.219.170.219,<=,6.82Mb,6.82Mb,6.82Mb,1.71MB,2023-11-24-16-20-33,1710000,2023-11-24 16:20:33
386,2,172.30.74.51,=>,46.8Kb,46.8Kb,46.8Kb,11.7KB,2023-11-24-16-20-33,11700,2023-11-24 16:20:33
387,,52.219.140.25,<=,3.92Mb,3.92Mb,3.92Mb,0.98MB,2023-11-24-16-20-33,980000,2023-11-24 16:20:33
388,3,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-20-33,99,2023-11-24 16:20:33
389,,172.30.64.1,<=,1.67Kb,1.67Kb,1.67Kb,428B,2023-11-24-16-20-33,428,2023-11-24 16:20:33
390,4,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-16-20-33,0,2023-11-24 16:20:33
391,,172.30.64.1,<=,660b,660b,660b,165B,2023-11-24-16-20-33,165,2023-11-24 16:20:33
392,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-33,40,2023-11-24 16:20:33
393,,52.219.170.51,<=,320b,320b,320b,80B,2023-11-24-16-20-33,80,2023-11-24 16:20:33
394,1,172.30.74.51,=>,237Kb,237Kb,237Kb,59.2KB,2023-11-24-16-11-46,59200,2023-11-24 16:11:46
395,,s3-r-w.eu-central-1.amazonaws.com,<=,28.7Mb,28.7Mb,28.7Mb,7.18MB,2023-11-24-16-11-46,7180000,2023-11-24 16:11:46
396,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-16-11-46,340,2023-11-24 16:11:46
397,,l03236.mshome.net,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-16-11-46,290,2023-11-24 16:11:46
398,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-11-46,0,2023-11-24 16:11:46
399,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-11-46,154,2023-11-24 16:11:46
400,1,172.30.74.51,=>,94.0Kb,94.0Kb,94.0Kb,23.5KB,2023-11-24-16-20-05,23500,2023-11-24 16:20:05
401,,s3-w.eu-central-1.amazonaws.com,<=,10.7Mb,10.7Mb,10.7Mb,2.68MB,2023-11-24-16-20-05,2680000,2023-11-24 16:20:05
402,2,172.30.74.51,=>,6.50Kb,6.50Kb,6.50Kb,1.63KB,2023-11-24-16-20-05,1630,2023-11-24 16:20:05
403,,s3-w.eu-central-1.amazonaws.com,<=,2.34Kb,2.34Kb,2.34Kb,600B,2023-11-24-16-20-05,600,2023-11-24 16:20:05
404,3,172.30.74.51,=>,996b,996b,996b,249B,2023-11-24-16-20-05,249,2023-11-24 16:20:05
405,,l03236.mshome.net,<=,2.89Kb,2.89Kb,2.89Kb,741B,2023-11-24-16-20-05,741,2023-11-24 16:20:05
406,4,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-16-20-05,80,2023-11-24 16:20:05
407,,s3-w.eu-central-1.amazonaws.com,<=,444b,444b,444b,111B,2023-11-24-16-20-05,111,2023-11-24 16:20:05
408,1,172.30.74.51,=>,155Kb,155Kb,155Kb,38.8KB,2023-11-24-16-09-50,38800,2023-11-24 16:09:50
409,,s3-r-w.eu-central-1.amazonaws.com,<=,19.6Mb,19.6Mb,19.6Mb,4.89MB,2023-11-24-16-09-50,4890000,2023-11-24 16:09:50
410,2,172.30.74.51,=>,1.59Kb,1.59Kb,1.59Kb,407B,2023-11-24-16-09-50,407,2023-11-24 16:09:50
411,,l03236.mshome.net,<=,1.64Kb,1.64Kb,1.64Kb,421B,2023-11-24-16-09-50,421,2023-11-24 16:09:50
412,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-09-50,0,2023-11-24 16:09:50
413,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-09-50,154,2023-11-24 16:09:50
414,4,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-09-50,40,2023-11-24 16:09:50
415,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-09-50,40,2023-11-24 16:09:50
416,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-09-50,40,2023-11-24 16:09:50
417,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-09-50,40,2023-11-24 16:09:50
418,1,172.30.74.51,=>,57.4Kb,57.4Kb,57.4Kb,14.4KB,2023-11-24-16-19-40,14400,2023-11-24 16:19:40
419,,s3-w.eu-central-1.amazonaws.com,<=,789Kb,789Kb,789Kb,197KB,2023-11-24-16-19-40,197000,2023-11-24 16:19:40
420,1,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-16-19-54,102,2023-11-24 16:19:54
421,,l03236.mshome.net,<=,2.92Kb,2.92Kb,2.92Kb,748B,2023-11-24-16-19-54,748,2023-11-24 16:19:54
422,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-19-54,0,2023-11-24 16:19:54
423,,l03236.mshome.net,<=,640b,640b,640b,160B,2023-11-24-16-19-54,160,2023-11-24 16:19:54
424,3,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-19-54,40,2023-11-24 16:19:54
425,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-19-54,40,2023-11-24 16:19:54
426,4,172.30.74.51,=>,240b,240b,240b,60B,2023-11-24-16-19-54,60,2023-11-24 16:19:54
427,,52.219.169.147,<=,0b,0b,0b,0B,2023-11-24-16-19-54,0,2023-11-24 16:19:54
428,5,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-16-19-54,0,2023-11-24 16:19:54
429,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-19-54,40,2023-11-24 16:19:54
430,1,172.30.74.51,=>,43.3Kb,43.3Kb,43.3Kb,10.8KB,2023-11-24-16-20-43,10800,2023-11-24 16:20:43
431,,s3-w.eu-central-1.amazonaws.com,<=,6.69Mb,6.69Mb,6.69Mb,1.67MB,2023-11-24-16-20-43,1670000,2023-11-24 16:20:43
432,2,172.30.74.51,=>,26.7Kb,26.7Kb,26.7Kb,6.68KB,2023-11-24-16-20-43,6680,2023-11-24 16:20:43
433,,s3-w.eu-central-1.amazonaws.com,<=,2.42Mb,2.42Mb,2.42Mb,619KB,2023-11-24-16-20-43,619000,2023-11-24 16:20:43
434,3,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-16-20-43,0,2023-11-24 16:20:43
435,,l03236.mshome.net,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-16-20-43,290,2023-11-24 16:20:43
436,4,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-16-20-43,80,2023-11-24 16:20:43
437,,s3-w.eu-central-1.amazonaws.com,<=,320b,320b,320b,80B,2023-11-24-16-20-43,80,2023-11-24 16:20:43
438,1,172.30.74.51,=>,196Kb,196Kb,196Kb,49.0KB,2023-11-24-16-15-39,49000,2023-11-24 16:15:39
439,,s3-r-w.eu-central-1.amazonaws.com,<=,32.4Mb,32.4Mb,32.4Mb,8.09MB,2023-11-24-16-15-39,8090000,2023-11-24 16:15:39
440,2,172.30.74.51,=>,1.49Kb,1.49Kb,1.49Kb,381B,2023-11-24-16-15-39,381,2023-11-24 16:15:39
441,,l03236.mshome.net,<=,3.19Kb,3.19Kb,3.19Kb,816B,2023-11-24-16-15-39,816,2023-11-24 16:15:39
442,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-15-39,0,2023-11-24 16:15:39
443,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-15-39,154,2023-11-24 16:15:39
444,1,172.30.74.51,=>,168Kb,168Kb,168Kb,41.9KB,2023-11-24-16-11-48,41900,2023-11-24 16:11:48
445,,s3-r-w.eu-central-1.amazonaws.com,<=,21.0Mb,21.0Mb,21.0Mb,5.25MB,2023-11-24-16-11-48,5250000,2023-11-24 16:11:48
446,2,172.30.74.51,=>,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-11-48,308,2023-11-24 16:11:48
447,,l03236.mshome.net,<=,2.20Kb,2.20Kb,2.20Kb,563B,2023-11-24-16-11-48,563,2023-11-24 16:11:48
448,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-11-48,0,2023-11-24 16:11:48
449,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-11-48,77,2023-11-24 16:11:48
450,1,172.30.74.51,=>,78.3Kb,78.3Kb,78.3Kb,19.6KB,2023-11-24-16-08-13,19600,2023-11-24 16:08:13
451,,3.5.135.4,<=,12.4Mb,12.4Mb,12.4Mb,3.09MB,2023-11-24-16-08-13,3090000,2023-11-24 16:08:13
452,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-16-08-13,198,2023-11-24 16:08:13
453,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-08-13,142,2023-11-24 16:08:13
454,1,172.30.74.51,=>,123Kb,123Kb,123Kb,30.8KB,2023-11-24-16-15-11,30800,2023-11-24 16:15:11
455,,s3-r-w.eu-central-1.amazonaws.com,<=,21.8Mb,21.8Mb,21.8Mb,5.46MB,2023-11-24-16-15-11,5460000,2023-11-24 16:15:11
456,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-16-15-11,311,2023-11-24 16:15:11
457,,172.30.64.1,<=,1.67Kb,1.67Kb,1.67Kb,427B,2023-11-24-16-15-11,427,2023-11-24 16:15:11
458,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-15-11,0,2023-11-24 16:15:11
459,,172.30.64.1,<=,616b,616b,616b,154B,2023-11-24-16-15-11,154,2023-11-24 16:15:11
460,1,172.30.74.51,=>,157Kb,157Kb,157Kb,39.2KB,2023-11-24-16-09-23,39200,2023-11-24 16:09:23
461,,3.5.135.4,<=,27.9Mb,27.9Mb,27.9Mb,6.98MB,2023-11-24-16-09-23,6980000,2023-11-24 16:09:23
462,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,337B,2023-11-24-16-09-23,337,2023-11-24 16:09:23
463,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-09-23,284,2023-11-24 16:09:23
464,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-09-23,0,2023-11-24 16:09:23
465,,172.30.64.1,<=,616b,616b,616b,154B,2023-11-24-16-09-23,154,2023-11-24 16:09:23
466,1,172.30.74.51,=>,64.8Kb,64.8Kb,64.8Kb,16.2KB,2023-11-24-16-20-37,16200,2023-11-24 16:20:37
467,,52.219.171.159,<=,12.5Mb,12.5Mb,12.5Mb,3.12MB,2023-11-24-16-20-37,3120000,2023-11-24 16:20:37
468,2,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-16-20-37,0,2023-11-24 16:20:37
469,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-16-20-37,401,2023-11-24 16:20:37
470,3,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-20-37,99,2023-11-24 16:20:37
471,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-20-37,142,2023-11-24 16:20:37
472,4,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-37,40,2023-11-24 16:20:37
473,,52.219.169.107,<=,160b,160b,160b,40B,2023-11-24-16-20-37,40,2023-11-24 16:20:37
474,1,172.30.74.51,=>,103Kb,103Kb,103Kb,25.8KB,2023-11-24-16-07-31,25800,2023-11-24 16:07:31
475,,s3-w.eu-central-1.amazonaws.com,<=,10.9Mb,10.9Mb,10.9Mb,2.73MB,2023-11-24-16-07-31,2730000,2023-11-24 16:07:31
476,2,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-07-31,40,2023-11-24 16:07:31
477,,52.219.170.151,<=,284b,284b,284b,71B,2023-11-24-16-07-31,71,2023-11-24 16:07:31
478,1,172.30.74.51,=>,147Kb,147Kb,147Kb,36.8KB,2023-11-24-16-10-42,36800,2023-11-24 16:10:42
479,,3.5.135.4,<=,24.2Mb,24.2Mb,24.2Mb,6.06MB,2023-11-24-16-10-42,6060000,2023-11-24 16:10:42
480,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-16-10-42,241,2023-11-24 16:10:42
481,,172.30.64.1,<=,2.83Kb,2.83Kb,2.83Kb,724B,2023-11-24-16-10-42,724,2023-11-24 16:10:42
482,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-10-42,0,2023-11-24 16:10:42
483,,172.30.64.1,<=,944b,944b,944b,236B,2023-11-24-16-10-42,236,2023-11-24 16:10:42
484,1,172.30.74.51,=>,116Kb,116Kb,116Kb,29.1KB,2023-11-24-16-17-00,29100,2023-11-24 16:17:00
485,,52.219.72.73,<=,27.4Mb,27.4Mb,27.4Mb,6.85MB,2023-11-24-16-17-00,6850000,2023-11-24 16:17:00
