,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
288,2,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-49-55,0,2023-12-07 12:49:55
289,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-49-55,77,2023-12-07 12:49:55
290,1,172.30.74.51,=>,21.2Kb,21.2Kb,21.2Kb,5.30KB,2023-12-07-12-59-00,5300,2023-12-07 12:59:00
291,,136.231.7.16,<=,1.91Mb,1.91Mb,1.91Mb,489KB,2023-12-07-12-59-00,489000,2023-12-07 12:59:00
292,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-59-00,99,2023-12-07 12:59:00
293,,l03236.mshome.net,<=,3.11Kb,3.11Kb,3.11Kb,797B,2023-12-07-12-59-00,797,2023-12-07 12:59:00
294,1,172.30.74.51,=>,93.8Kb,93.8Kb,93.8Kb,23.5KB,2023-12-07-12-41-08,23500,2023-12-07 12:41:08
295,,136.231.7.16,<=,13.0Mb,13.0Mb,13.0Mb,3.25MB,2023-12-07-12-41-08,3250000,2023-12-07 12:41:08
296,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-41-08,99,2023-12-07 12:41:08
297,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-41-08,284,2023-12-07 12:41:08
298,1,172.30.74.51,=>,298Kb,298Kb,298Kb,74.6KB,2023-12-07-12-52-56,74600,2023-12-07 12:52:56
299,,136.231.7.16,<=,13.2Mb,13.2Mb,13.2Mb,3.31MB,2023-12-07-12-52-56,3310000,2023-12-07 12:52:56
300,2,172.30.74.51,=>,568b,568b,568b,142B,2023-12-07-12-52-56,142,2023-12-07 12:52:56
301,,172.30.64.1,<=,0b,0b,0b,0B,2023-12-07-12-52-56,0,2023-12-07 12:52:56
302,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-52-56,0,2023-12-07 12:52:56
303,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-52-56,77,2023-12-07 12:52:56
304,1,172.30.74.51,=>,280Kb,280Kb,280Kb,70.1KB,2023-12-07-12-59-48,70100,2023-12-07 12:59:48
305,,136.231.7.16,<=,34.0Mb,34.0Mb,34.0Mb,8.50MB,2023-12-07-12-59-48,8500000,2023-12-07 12:59:48
306,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-59-48,241,2023-12-07 12:59:48
307,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-59-48,693,2023-12-07 12:59:48
308,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-59-48,0,2023-12-07 12:59:48
309,,172.30.64.1,<=,3.13Kb,3.13Kb,3.13Kb,802B,2023-12-07-12-59-48,802,2023-12-07 12:59:48
310,4,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-59-48,0,2023-12-07 12:59:48
311,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-59-48,77,2023-12-07 12:59:48
312,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.6KB,2023-12-07-12-46-57,45600,2023-12-07 12:46:57
313,,136.231.7.16,<=,23.1Mb,23.1Mb,23.1Mb,5.78MB,2023-12-07-12-46-57,5780000,2023-12-07 12:46:57
314,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-46-57,241,2023-12-07 12:46:57
315,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-46-57,551,2023-12-07 12:46:57
316,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-46-57,0,2023-12-07 12:46:57
317,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-46-57,154,2023-12-07 12:46:57
318,1,172.30.74.51,=>,51.4Kb,51.4Kb,51.4Kb,12.9KB,2023-12-07-12-58-41,12900,2023-12-07 12:58:41
319,,136.231.7.16,<=,6.04Mb,6.04Mb,6.04Mb,1.51MB,2023-12-07-12-58-41,1510000,2023-12-07 12:58:41
320,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-58-41,219,2023-12-07 12:58:41
321,,172.30.64.1,<=,2.62Kb,2.62Kb,2.62Kb,672B,2023-12-07-12-58-41,672,2023-12-07 12:58:41
322,1,172.30.74.51,=>,184Kb,184Kb,184Kb,46.1KB,2023-12-07-12-38-06,46100,2023-12-07 12:38:06
323,,136.231.7.16,<=,24.9Mb,24.9Mb,24.9Mb,6.23MB,2023-12-07-12-38-06,6230000,2023-12-07 12:38:06
324,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-38-06,241,2023-12-07 12:38:06
325,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-38-06,284,2023-12-07 12:38:06
326,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-38-06,0,2023-12-07 12:38:06
327,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-38-06,77,2023-12-07 12:38:06
328,1,172.30.74.51,=>,173Kb,173Kb,173Kb,43.3KB,2023-12-07-12-39-45,43300,2023-12-07 12:39:45
329,,136.231.7.16,<=,24.3Mb,24.3Mb,24.3Mb,6.07MB,2023-12-07-12-39-45,6070000,2023-12-07 12:39:45
330,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-39-45,241,2023-12-07 12:39:45
331,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-39-45,693,2023-12-07 12:39:45
332,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-39-45,0,2023-12-07 12:39:45
333,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-39-45,77,2023-12-07 12:39:45
334,1,172.30.74.51,=>,105Kb,105Kb,105Kb,26.2KB,2023-12-07-12-56-20,26200,2023-12-07 12:56:20
335,,136.231.7.16,<=,12.4Mb,12.4Mb,12.4Mb,3.10MB,2023-12-07-12-56-20,3100000,2023-12-07 12:56:20
336,2,172.30.74.51,=>,480b,480b,480b,120B,2023-12-07-12-56-20,120,2023-12-07 12:56:20
337,,172.30.64.1,<=,984b,984b,984b,246B,2023-12-07-12-56-20,246,2023-12-07 12:56:20
338,1,172.30.74.51,=>,181Kb,181Kb,181Kb,45.3KB,2023-12-07-12-45-55,45300,2023-12-07 12:45:55
339,,136.231.7.16,<=,25.2Mb,25.2Mb,25.2Mb,6.31MB,2023-12-07-12-45-55,6310000,2023-12-07 12:45:55
340,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-45-55,241,2023-12-07 12:45:55
341,,172.30.64.1,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-12-07-12-45-55,432,2023-12-07 12:45:55
342,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-55,0,2023-12-07 12:45:55
343,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-45-55,154,2023-12-07 12:45:55
344,1,172.30.74.51,=>,86.2Kb,86.2Kb,86.2Kb,21.6KB,2023-12-07-12-42-44,21600,2023-12-07 12:42:44
345,,136.231.7.16,<=,11.2Mb,11.2Mb,11.2Mb,2.80MB,2023-12-07-12-42-44,2800000,2023-12-07 12:42:44
346,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-42-44,99,2023-12-07 12:42:44
347,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-42-44,426,2023-12-07 12:42:44
348,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-44,0,2023-12-07 12:42:44
349,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-42-44,154,2023-12-07 12:42:44
350,1,172.30.74.51,=>,273Kb,273Kb,273Kb,68.4KB,2023-12-07-12-42-09,68400,2023-12-07 12:42:09
351,,136.231.7.16,<=,36.2Mb,36.2Mb,36.2Mb,9.05MB,2023-12-07-12-42-09,9050000,2023-12-07 12:42:09
352,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-42-09,340,2023-12-07 12:42:09
353,,172.30.64.1,<=,2.57Kb,2.57Kb,2.57Kb,657B,2023-12-07-12-42-09,657,2023-12-07 12:42:09
354,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-09,0,2023-12-07 12:42:09
355,,172.30.64.1,<=,628b,628b,628b,157B,2023-12-07-12-42-09,157,2023-12-07 12:42:09
356,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-42-09,0,2023-12-07 12:42:09
357,,172.30.64.1,<=,288b,288b,288b,72B,2023-12-07-12-42-09,72,2023-12-07 12:42:09
358,1,172.30.74.51,=>,94.7Kb,94.7Kb,94.7Kb,23.7KB,2023-12-07-12-45-53,23700,2023-12-07 12:45:53
359,,136.231.7.16,<=,12.7Mb,12.7Mb,12.7Mb,3.16MB,2023-12-07-12-45-53,3160000,2023-12-07 12:45:53
360,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-45-53,0,2023-12-07 12:45:53
361,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-45-53,284,2023-12-07 12:45:53
362,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-53,0,2023-12-07 12:45:53
363,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-45-53,154,2023-12-07 12:45:53
364,1,172.30.74.51,=>,71.2Kb,71.2Kb,71.2Kb,17.8KB,2023-12-07-12-48-12,17800,2023-12-07 12:48:12
365,,136.231.7.16,<=,10.6Mb,10.6Mb,10.6Mb,2.65MB,2023-12-07-12-48-12,2650000,2023-12-07 12:48:12
366,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-48-12,99,2023-12-07 12:48:12
367,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-48-12,568,2023-12-07 12:48:12
368,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-48-12,0,2023-12-07 12:48:12
369,,172.30.64.1,<=,620b,620b,620b,155B,2023-12-07-12-48-12,155,2023-12-07 12:48:12
370,1,172.30.74.51,=>,30.1Kb,30.1Kb,30.1Kb,7.52KB,2023-12-07-12-57-57,7520,2023-12-07 12:57:57
371,,136.231.7.16,<=,3.60Mb,3.60Mb,3.60Mb,921KB,2023-12-07-12-57-57,921000,2023-12-07 12:57:57
372,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-57-57,99,2023-12-07 12:57:57
373,,l03236.mshome.net,<=,3.67Kb,3.67Kb,3.67Kb,939B,2023-12-07-12-57-57,939,2023-12-07 12:57:57
374,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-57-57,0,2023-12-07 12:57:57
375,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-57-57,77,2023-12-07 12:57:57
376,1,172.30.74.51,=>,160Kb,160Kb,160Kb,40.1KB,2023-12-07-12-41-37,40100,2023-12-07 12:41:37
377,,136.231.7.16,<=,21.9Mb,21.9Mb,21.9Mb,5.47MB,2023-12-07-12-41-37,5470000,2023-12-07 12:41:37
378,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-41-37,340,2023-12-07 12:41:37
379,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-41-37,568,2023-12-07 12:41:37
380,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-37,0,2023-12-07 12:41:37
381,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-41-37,77,2023-12-07 12:41:37
382,1,172.30.74.51,=>,36.8Kb,36.8Kb,36.8Kb,9.19KB,2023-12-07-12-55-47,9190,2023-12-07 12:55:47
383,,136.231.7.16,<=,3.75Mb,3.75Mb,3.75Mb,960KB,2023-12-07-12-55-47,960000,2023-12-07 12:55:47
384,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-55-47,99,2023-12-07 12:55:47
385,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-55-47,426,2023-12-07 12:55:47
386,1,172.30.74.51,=>,6.75Kb,6.75Kb,6.75Kb,1.69KB,2023-12-07-12-56-37,1690,2023-12-07 12:56:37
387,,136.231.7.16,<=,719Kb,719Kb,719Kb,180KB,2023-12-07-12-56-37,180000,2023-12-07 12:56:37
388,2,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-56-37,0,2023-12-07 12:56:37
389,,172.30.64.1,<=,272b,272b,272b,68B,2023-12-07-12-56-37,68,2023-12-07 12:56:37
390,1,172.30.74.51,=>,179Kb,179Kb,179Kb,44.6KB,2023-12-07-12-50-27,44600,2023-12-07 12:50:27
391,,136.231.7.16,<=,23.9Mb,23.9Mb,23.9Mb,5.97MB,2023-12-07-12-50-27,5970000,2023-12-07 12:50:27
392,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-12-50-27,410,2023-12-07 12:50:27
393,,172.30.64.1,<=,2.77Kb,2.77Kb,2.77Kb,710B,2023-12-07-12-50-27,710,2023-12-07 12:50:27
394,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-27,0,2023-12-07 12:50:27
395,,172.30.64.1,<=,924b,924b,924b,231B,2023-12-07-12-50-27,231,2023-12-07 12:50:27
396,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.6KB,2023-12-07-12-45-39,45600,2023-12-07 12:45:39
397,,136.231.7.16,<=,30.8Mb,30.8Mb,30.8Mb,7.71MB,2023-12-07-12-45-39,7710000,2023-12-07 12:45:39
398,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-45-39,340,2023-12-07 12:45:39
399,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-12-45-39,835,2023-12-07 12:45:39
400,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-39,0,2023-12-07 12:45:39
401,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-45-39,154,2023-12-07 12:45:39
402,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-45-39,0,2023-12-07 12:45:39
403,,172.30.64.1,<=,288b,288b,288b,72B,2023-12-07-12-45-39,72,2023-12-07 12:45:39
404,1,172.30.74.51,=>,135Kb,135Kb,135Kb,33.6KB,2023-12-07-12-51-53,33600,2023-12-07 12:51:53
405,,136.231.7.16,<=,11.4Mb,11.4Mb,11.4Mb,2.85MB,2023-12-07-12-51-53,2850000,2023-12-07 12:51:53
406,2,172.30.74.51,=>,1.79Kb,1.79Kb,1.79Kb,459B,2023-12-07-12-51-53,459,2023-12-07 12:51:53
407,,l03236.mshome.net,<=,6.30Kb,6.30Kb,6.30Kb,1.58KB,2023-12-07-12-51-53,1580,2023-12-07 12:51:53
408,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-51-53,0,2023-12-07 12:51:53
409,,l03236.mshome.net,<=,628b,628b,628b,157B,2023-12-07-12-51-53,157,2023-12-07 12:51:53
410,1,172.30.74.51,=>,294Kb,294Kb,294Kb,73.5KB,2023-12-07-12-45-32,73500,2023-12-07 12:45:32
411,,136.231.7.16,<=,39.2Mb,39.2Mb,39.2Mb,9.81MB,2023-12-07-12-45-32,9810000,2023-12-07 12:45:32
412,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-45-32,241,2023-12-07 12:45:32
413,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-45-32,426,2023-12-07 12:45:32
414,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-32,0,2023-12-07 12:45:32
415,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-45-32,77,2023-12-07 12:45:32
416,1,172.30.74.51,=>,151Kb,151Kb,151Kb,37.6KB,2023-12-07-12-42-14,37600,2023-12-07 12:42:14
417,,136.231.7.16,<=,19.7Mb,19.7Mb,19.7Mb,4.93MB,2023-12-07-12-42-14,4930000,2023-12-07 12:42:14
418,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-42-14,295,2023-12-07 12:42:14
419,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-42-14,693,2023-12-07 12:42:14
420,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-14,0,2023-12-07 12:42:14
421,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-42-14,154,2023-12-07 12:42:14
422,1,172.30.74.51,=>,282Kb,282Kb,282Kb,70.4KB,2023-12-07-12-45-28,70400,2023-12-07 12:45:28
423,,136.231.7.16,<=,38.9Mb,38.9Mb,38.9Mb,9.73MB,2023-12-07-12-45-28,9730000,2023-12-07 12:45:28
424,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-45-28,241,2023-12-07 12:45:28
425,,172.30.64.1,<=,3.25Kb,3.25Kb,3.25Kb,832B,2023-12-07-12-45-28,832,2023-12-07 12:45:28
426,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-28,0,2023-12-07 12:45:28
427,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-45-28,154,2023-12-07 12:45:28
428,1,172.30.74.51,=>,148Kb,148Kb,148Kb,37.0KB,2023-12-07-12-39-19,37000,2023-12-07 12:39:19
429,,136.231.7.16,<=,19.9Mb,19.9Mb,19.9Mb,4.97MB,2023-12-07-12-39-19,4970000,2023-12-07 12:39:19
430,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-39-19,241,2023-12-07 12:39:19
431,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-39-19,426,2023-12-07 12:39:19
432,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-39-19,0,2023-12-07 12:39:19
433,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-39-19,77,2023-12-07 12:39:19
434,1,172.30.74.51,=>,106Kb,106Kb,106Kb,26.6KB,2023-12-07-12-58-35,26600,2023-12-07 12:58:35
435,,136.231.7.16,<=,11.4Mb,11.4Mb,11.4Mb,2.84MB,2023-12-07-12-58-35,2840000,2023-12-07 12:58:35
436,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-58-35,219,2023-12-07 12:58:35
437,,172.30.64.1,<=,1.52Kb,1.52Kb,1.52Kb,388B,2023-12-07-12-58-35,388,2023-12-07 12:58:35
438,1,172.30.74.51,=>,315Kb,315Kb,315Kb,78.7KB,2023-12-07-12-52-18,78700,2023-12-07 12:52:18
439,,136.231.7.16,<=,13.7Mb,13.7Mb,13.7Mb,3.42MB,2023-12-07-12-52-18,3420000,2023-12-07 12:52:18
440,2,172.30.74.51,=>,1.41Kb,1.41Kb,1.41Kb,361B,2023-12-07-12-52-18,361,2023-12-07 12:52:18
441,,172.30.64.1,<=,2.63Kb,2.63Kb,2.63Kb,674B,2023-12-07-12-52-18,674,2023-12-07 12:52:18
442,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-52-18,0,2023-12-07 12:52:18
443,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-52-18,77,2023-12-07 12:52:18
444,1,172.30.74.51,=>,189Kb,189Kb,189Kb,47.3KB,2023-12-07-12-47-12,47300,2023-12-07 12:47:12
445,,136.231.7.16,<=,24.2Mb,24.2Mb,24.2Mb,6.04MB,2023-12-07-12-47-12,6040000,2023-12-07 12:47:12
446,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-47-12,241,2023-12-07 12:47:12
447,,172.30.64.1,<=,2.77Kb,2.77Kb,2.77Kb,710B,2023-12-07-12-47-12,710,2023-12-07 12:47:12
448,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-47-12,0,2023-12-07 12:47:12
449,,172.30.64.1,<=,620b,620b,620b,155B,2023-12-07-12-47-12,155,2023-12-07 12:47:12
450,1,172.30.74.51,=>,266Kb,266Kb,266Kb,66.5KB,2023-12-07-12-49-58,66500,2023-12-07 12:49:58
451,,136.231.7.16,<=,39.1Mb,39.1Mb,39.1Mb,9.77MB,2023-12-07-12-49-58,9770000,2023-12-07 12:49:58
452,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-49-58,241,2023-12-07 12:49:58
453,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-49-58,568,2023-12-07 12:49:58
454,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-49-58,0,2023-12-07 12:49:58
455,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-49-58,154,2023-12-07 12:49:58
456,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-54-14,99,2023-12-07 12:54:14
457,,l03236.mshome.net,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-12-54-14,690,2023-12-07 12:54:14
458,2,172.30.74.51,=>,832b,832b,832b,208B,2023-12-07-12-54-14,208,2023-12-07 12:54:14
459,,136.231.7.16,<=,640b,640b,640b,160B,2023-12-07-12-54-14,160,2023-12-07 12:54:14
460,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-54-14,0,2023-12-07 12:54:14
461,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-54-14,77,2023-12-07 12:54:14
462,1,172.30.74.51,=>,56.7Kb,56.7Kb,56.7Kb,14.2KB,2023-12-07-12-56-28,14200,2023-12-07 12:56:28
463,,136.231.7.16,<=,5.20Mb,5.20Mb,5.20Mb,1.30MB,2023-12-07-12-56-28,1300000,2023-12-07 12:56:28
464,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-56-28,219,2023-12-07 12:56:28
465,,l03236.mshome.net,<=,4.63Kb,4.63Kb,4.63Kb,1.16KB,2023-12-07-12-56-28,1160,2023-12-07 12:56:28
466,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-56-28,0,2023-12-07 12:56:28
467,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-56-28,77,2023-12-07 12:56:28
468,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-55-44,99,2023-12-07 12:55:44
469,,l03236.mshome.net,<=,2.14Kb,2.14Kb,2.14Kb,548B,2023-12-07-12-55-44,548,2023-12-07 12:55:44
470,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-55-44,0,2023-12-07 12:55:44
471,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-55-44,77,2023-12-07 12:55:44
472,1,172.30.74.51,=>,63.3Kb,63.3Kb,63.3Kb,15.8KB,2023-12-07-12-57-52,15800,2023-12-07 12:57:52
473,,136.231.7.16,<=,7.43Mb,7.43Mb,7.43Mb,1.86MB,2023-12-07-12-57-52,1860000,2023-12-07 12:57:52
474,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-57-52,219,2023-12-07 12:57:52
475,,172.30.64.1,<=,3.19Kb,3.19Kb,3.19Kb,816B,2023-12-07-12-57-52,816,2023-12-07 12:57:52
476,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-57-52,0,2023-12-07 12:57:52
477,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-57-52,77,2023-12-07 12:57:52
478,1,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-56-34,0,2023-12-07 12:56:34
479,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-56-34,284,2023-12-07 12:56:34
480,2,172.30.74.51,=>,304b,304b,304b,76B,2023-12-07-12-56-34,76,2023-12-07 12:56:34
481,,136.231.7.16,<=,0b,0b,0b,0B,2023-12-07-12-56-34,0,2023-12-07 12:56:34
482,1,172.30.74.51,=>,186Kb,186Kb,186Kb,46.5KB,2023-12-07-13-00-07,46500,2023-12-07 13:00:07
483,,136.231.7.16,<=,23.3Mb,23.3Mb,23.3Mb,5.81MB,2023-12-07-13-00-07,5810000,2023-12-07 13:00:07
484,2,172.30.74.51,=>,1.14Kb,1.14Kb,1.14Kb,292B,2023-12-07-13-00-07,292,2023-12-07 13:00:07
485,,172.30.64.1,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-13-00-07,690,2023-12-07 13:00:07
486,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-13-00-07,0,2023-12-07 13:00:07
487,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-13-00-07,154,2023-12-07 13:00:07
488,1,172.30.74.51,=>,54.7Kb,54.7Kb,54.7Kb,13.7KB,2023-12-07-12-41-02,13700,2023-12-07 12:41:02
489,,136.231.7.16,<=,8.54Mb,8.54Mb,8.54Mb,2.14MB,2023-12-07-12-41-02,2140000,2023-12-07 12:41:02
490,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-41-02,99,2023-12-07 12:41:02
491,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-41-02,284,2023-12-07 12:41:02
492,1,172.30.74.51,=>,169Kb,169Kb,169Kb,42.3KB,2023-12-07-12-47-17,42300,2023-12-07 12:47:17
493,,136.231.7.16,<=,23.1Mb,23.1Mb,23.1Mb,5.78MB,2023-12-07-12-47-17,5780000,2023-12-07 12:47:17
494,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-47-17,241,2023-12-07 12:47:17
495,,172.30.64.1,<=,1.94Kb,1.94Kb,1.94Kb,497B,2023-12-07-12-47-17,497,2023-12-07 12:47:17
496,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-47-17,0,2023-12-07 12:47:17
497,,172.30.64.1,<=,924b,924b,924b,231B,2023-12-07-12-47-17,231,2023-12-07 12:47:17
498,1,172.30.74.51,=>,275Kb,275Kb,275Kb,68.8KB,2023-12-07-12-38-11,68800,2023-12-07 12:38:11
499,,136.231.7.16,<=,37.2Mb,37.2Mb,37.2Mb,9.29MB,2023-12-07-12-38-11,9290000,2023-12-07 12:38:11
500,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-38-11,241,2023-12-07 12:38:11
501,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-38-11,693,2023-12-07 12:38:11
502,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-38-11,0,2023-12-07 12:38:11
503,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-38-11,154,2023-12-07 12:38:11
504,1,172.30.74.51,=>,191Kb,191Kb,191Kb,47.8KB,2023-12-07-12-44-06,47800,2023-12-07 12:44:06
505,,136.231.7.16,<=,21.6Mb,21.6Mb,21.6Mb,5.40MB,2023-12-07-12-44-06,5400000,2023-12-07 12:44:06
506,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-44-06,241,2023-12-07 12:44:06
507,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-44-06,551,2023-12-07 12:44:06
508,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-44-06,0,2023-12-07 12:44:06
509,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-44-06,154,2023-12-07 12:44:06
510,1,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-55-22,0,2023-12-07 12:55:22
511,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-12-07-12-55-22,142,2023-12-07 12:55:22
