,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
1135,,l03236.mshome.net,<=,1.67Kb,1.67Kb,1.67Kb,427B,2023-11-24-14-59-21,427,2023-11-24 14:59:21
1136,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-21,0,2023-11-24 14:59:21
1137,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-59-21,77,2023-11-24 14:59:21
1138,1,172.30.74.51,=>,139Kb,139Kb,139Kb,34.9KB,2023-11-24-14-55-41,34900,2023-11-24 14:55:41
1139,,s3-r-w.eu-central-1.amazonaws.com,<=,23.7Mb,23.7Mb,23.7Mb,5.91MB,2023-11-24-14-55-41,5910000,2023-11-24 14:55:41
1140,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-55-41,409,2023-11-24 14:55:41
1141,,l03236.mshome.net,<=,2.22Kb,2.22Kb,2.22Kb,569B,2023-11-24-14-55-41,569,2023-11-24 14:55:41
1142,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-55-41,0,2023-11-24 14:55:41
1143,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-55-41,154,2023-11-24 14:55:41
1144,1,172.30.74.51,=>,116Kb,116Kb,116Kb,28.9KB,2023-11-24-15-05-13,28900,2023-11-24 15:05:13
1145,,s3-r-w.eu-central-1.amazonaws.com,<=,26.3Mb,26.3Mb,26.3Mb,6.57MB,2023-11-24-15-05-13,6570000,2023-11-24 15:05:13
1146,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-05-13,340,2023-11-24 15:05:13
1147,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-05-13,426,2023-11-24 15:05:13
1148,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-05-13,0,2023-11-24 15:05:13
1149,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-05-13,77,2023-11-24 15:05:13
1150,1,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-55-58,99,2023-11-24 14:55:58
1151,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-14-55-58,142,2023-11-24 14:55:58
1152,1,172.30.74.51,=>,748b,748b,748b,187B,2023-11-24-14-55-53,187,2023-11-24 14:55:53
1153,,s3-r-w.eu-central-1.amazonaws.com,<=,540b,540b,540b,135B,2023-11-24-14-55-53,135,2023-11-24 14:55:53
1154,2,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-14-55-53,102,2023-11-24 14:55:53
1155,,l03236.mshome.net,<=,592b,592b,592b,148B,2023-11-24-14-55-53,148,2023-11-24 14:55:53
1156,1,172.30.74.51,=>,55.6Kb,55.6Kb,55.6Kb,13.9KB,2023-11-24-15-05-56,13900,2023-11-24 15:05:56
1157,,s3-r-w.eu-central-1.amazonaws.com,<=,12.6Mb,12.6Mb,12.6Mb,3.14MB,2023-11-24-15-05-56,3140000,2023-11-24 15:05:56
1158,1,172.30.74.51,=>,142Kb,142Kb,142Kb,35.4KB,2023-11-24-14-57-54,35400,2023-11-24 14:57:54
1159,,s3-r-w.eu-central-1.amazonaws.com,<=,25.7Mb,25.7Mb,25.7Mb,6.44MB,2023-11-24-14-57-54,6440000,2023-11-24 14:57:54
1160,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-14-57-54,310,2023-11-24 14:57:54
1161,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,283B,2023-11-24-14-57-54,283,2023-11-24 14:57:54
1162,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-57-54,0,2023-11-24 14:57:54
1163,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-57-54,77,2023-11-24 14:57:54
1164,1,172.30.74.51,=>,60.5Kb,60.5Kb,60.5Kb,15.1KB,2023-11-24-15-04-15,15100,2023-11-24 15:04:15
1165,,s3-r-w.eu-central-1.amazonaws.com,<=,11.9Mb,11.9Mb,11.9Mb,2.97MB,2023-11-24-15-04-15,2970000,2023-11-24 15:04:15
1166,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-04-15,198,2023-11-24 15:04:15
1167,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-04-15,142,2023-11-24 15:04:15
1168,1,172.30.74.51,=>,70.5Kb,70.5Kb,70.5Kb,17.6KB,2023-11-24-14-58-02,17600,2023-11-24 14:58:02
1169,,3.5.137.114,<=,14.7Mb,14.7Mb,14.7Mb,3.69MB,2023-11-24-14-58-02,3690000,2023-11-24 14:58:02
1170,1,172.30.74.51,=>,135Kb,135Kb,135Kb,33.7KB,2023-11-24-15-01-17,33700,2023-11-24 15:01:17
1171,,s3-r-w.eu-central-1.amazonaws.com,<=,27.4Mb,27.4Mb,27.4Mb,6.85MB,2023-11-24-15-01-17,6850000,2023-11-24 15:01:17
1172,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-15-01-17,409,2023-11-24 15:01:17
1173,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,425B,2023-11-24-15-01-17,425,2023-11-24 15:01:17
1174,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-01-17,0,2023-11-24 15:01:17
1175,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-01-17,77,2023-11-24 15:01:17
1176,1,172.30.74.51,=>,108Kb,108Kb,108Kb,27.0KB,2023-11-24-15-06-57,27000,2023-11-24 15:06:57
1177,,s3-r-w.eu-central-1.amazonaws.com,<=,22.6Mb,22.6Mb,22.6Mb,5.64MB,2023-11-24-15-06-57,5640000,2023-11-24 15:06:57
1178,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-11-24-15-06-57,410,2023-11-24 15:06:57
1179,,l03236.mshome.net,<=,2.22Kb,2.22Kb,2.22Kb,569B,2023-11-24-15-06-57,569,2023-11-24 15:06:57
1180,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-57,0,2023-11-24 15:06:57
1181,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-06-57,154,2023-11-24 15:06:57
1182,1,172.30.74.51,=>,42.6Kb,42.6Kb,42.6Kb,10.7KB,2023-11-24-15-05-36,10700,2023-11-24 15:05:36
1183,,52.219.46.16,<=,14.0Mb,14.0Mb,14.0Mb,3.50MB,2023-11-24-15-05-36,3500000,2023-11-24 15:05:36
1184,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-15-05-36,100,2023-11-24 15:05:36
1185,,172.30.64.1,<=,1.68Kb,1.68Kb,1.68Kb,430B,2023-11-24-15-05-36,430,2023-11-24 15:05:36
1186,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-05-36,0,2023-11-24 15:05:36
1187,,172.30.64.1,<=,612b,612b,612b,153B,2023-11-24-15-05-36,153,2023-11-24 15:05:36
1188,1,172.30.74.51,=>,49.7Kb,49.7Kb,49.7Kb,12.4KB,2023-11-24-15-04-31,12400,2023-11-24 15:04:31
1189,,52.219.46.16,<=,9.94Mb,9.94Mb,9.94Mb,2.48MB,2023-11-24-15-04-31,2480000,2023-11-24 15:04:31
1190,2,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-15-04-31,102,2023-11-24 15:04:31
1191,,172.30.64.1,<=,1.14Kb,1.14Kb,1.14Kb,292B,2023-11-24-15-04-31,292,2023-11-24 15:04:31
1192,1,172.30.74.51,=>,132Kb,132Kb,132Kb,33.0KB,2023-11-24-15-09-37,33000,2023-11-24 15:09:37
1193,,s3-r-w.eu-central-1.amazonaws.com,<=,28.6Mb,28.6Mb,28.6Mb,7.14MB,2023-11-24-15-09-37,7140000,2023-11-24 15:09:37
1194,2,172.30.74.51,=>,1.23Kb,1.23Kb,1.23Kb,315B,2023-11-24-15-09-37,315,2023-11-24 15:09:37
1195,,172.30.64.1,<=,2.26Kb,2.26Kb,2.26Kb,579B,2023-11-24-15-09-37,579,2023-11-24 15:09:37
1196,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-09-37,0,2023-11-24 15:09:37
1197,,172.30.64.1,<=,1.23Kb,1.23Kb,1.23Kb,314B,2023-11-24-15-09-37,314,2023-11-24 15:09:37
1198,1,172.30.74.51,=>,123Kb,123Kb,123Kb,30.7KB,2023-11-24-15-09-46,30700,2023-11-24 15:09:46
1199,,s3-r-w.eu-central-1.amazonaws.com,<=,27.5Mb,27.5Mb,27.5Mb,6.87MB,2023-11-24-15-09-46,6870000,2023-11-24 15:09:46
1200,2,172.30.74.51,=>,1.61Kb,1.61Kb,1.61Kb,412B,2023-11-24-15-09-46,412,2023-11-24 15:09:46
1201,,l03236.mshome.net,<=,2.82Kb,2.82Kb,2.82Kb,721B,2023-11-24-15-09-46,721,2023-11-24 15:09:46
1202,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-46,0,2023-11-24 15:09:46
1203,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-09-46,77,2023-11-24 15:09:46
1204,1,172.30.74.51,=>,154Kb,154Kb,154Kb,38.6KB,2023-11-24-14-58-15,38600,2023-11-24 14:58:15
1205,,s3-r-w.eu-central-1.amazonaws.com,<=,28.8Mb,28.8Mb,28.8Mb,7.21MB,2023-11-24-14-58-15,7210000,2023-11-24 14:58:15
1206,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-14-58-15,310,2023-11-24 14:58:15
1207,,l03236.mshome.net,<=,1.68Kb,1.68Kb,1.68Kb,431B,2023-11-24-14-58-15,431,2023-11-24 14:58:15
1208,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-58-15,0,2023-11-24 14:58:15
1209,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-58-15,154,2023-11-24 14:58:15
1210,1,172.30.74.51,=>,54.2Kb,54.2Kb,54.2Kb,13.6KB,2023-11-24-15-03-27,13600,2023-11-24 15:03:27
1211,,52.219.46.16,<=,10.3Mb,10.3Mb,10.3Mb,2.58MB,2023-11-24-15-03-27,2580000,2023-11-24 15:03:27
1212,2,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-03-27,0,2023-11-24 15:03:27
1213,,172.30.64.1,<=,288b,288b,288b,72B,2023-11-24-15-03-27,72,2023-11-24 15:03:27
1214,1,172.30.74.51,=>,71.9Kb,71.9Kb,71.9Kb,18.0KB,2023-11-24-15-01-29,18000,2023-11-24 15:01:29
1215,,3.5.137.114,<=,10.5Mb,10.5Mb,10.5Mb,2.61MB,2023-11-24-15-01-29,2610000,2023-11-24 15:01:29
1216,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-01-29,99,2023-11-24 15:01:29
1217,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-01-29,284,2023-11-24 15:01:29
1218,1,172.30.74.51,=>,165Kb,165Kb,165Kb,41.3KB,2023-11-24-14-59-03,41300,2023-11-24 14:59:03
1219,,s3-r-w.eu-central-1.amazonaws.com,<=,26.1Mb,26.1Mb,26.1Mb,6.51MB,2023-11-24-14-59-03,6510000,2023-11-24 14:59:03
1220,2,172.30.74.51,=>,960b,960b,960b,240B,2023-11-24-14-59-03,240,2023-11-24 14:59:03
1221,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-14-59-03,142,2023-11-24 14:59:03
1222,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-03,0,2023-11-24 14:59:03
1223,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-59-03,77,2023-11-24 14:59:03
1224,1,172.30.74.51,=>,159Kb,159Kb,159Kb,39.9KB,2023-11-24-14-58-46,39900,2023-11-24 14:58:46
1225,,s3-r-w.eu-central-1.amazonaws.com,<=,23.1Mb,23.1Mb,23.1Mb,5.76MB,2023-11-24-14-58-46,5760000,2023-11-24 14:58:46
1226,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-14-58-46,339,2023-11-24 14:58:46
1227,,l03236.mshome.net,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-11-24-14-58-46,432,2023-11-24 14:58:46
1228,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-58-46,0,2023-11-24 14:58:46
1229,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-58-46,77,2023-11-24 14:58:46
1230,1,172.30.74.51,=>,160Kb,160Kb,160Kb,40.1KB,2023-11-24-14-59-00,40100,2023-11-24 14:59:00
1231,,s3-r-w.eu-central-1.amazonaws.com,<=,23.8Mb,23.8Mb,23.8Mb,5.95MB,2023-11-24-14-59-00,5950000,2023-11-24 14:59:00
1232,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-59-00,409,2023-11-24 14:59:00
1233,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,425B,2023-11-24-14-59-00,425,2023-11-24 14:59:00
1234,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-00,0,2023-11-24 14:59:00
1235,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-59-00,154,2023-11-24 14:59:00
1236,1,172.30.74.51,=>,64.3Kb,64.3Kb,64.3Kb,16.1KB,2023-11-24-15-08-35,16100,2023-11-24 15:08:35
1237,,52.219.170.78,<=,11.7Mb,11.7Mb,11.7Mb,2.92MB,2023-11-24-15-08-35,2920000,2023-11-24 15:08:35
1238,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-08-35,99,2023-11-24 15:08:35
1239,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-08-35,426,2023-11-24 15:08:35
1240,1,172.30.74.51,=>,211Kb,211Kb,211Kb,52.7KB,2023-11-24-15-11-25,52700,2023-11-24 15:11:25
1241,,s3-r-w.eu-central-1.amazonaws.com,<=,33.9Mb,33.9Mb,33.9Mb,8.49MB,2023-11-24-15-11-25,8490000,2023-11-24 15:11:25
1242,2,172.30.74.51,=>,87.6Kb,87.6Kb,87.6Kb,21.9KB,2023-11-24-15-11-25,21900,2023-11-24 15:11:25
1243,,s3-r-w.eu-central-1.amazonaws.com,<=,13.6Mb,13.6Mb,13.6Mb,3.39MB,2023-11-24-15-11-25,3390000,2023-11-24 15:11:25
1244,3,172.30.74.51,=>,109Kb,109Kb,109Kb,27.3KB,2023-11-24-15-11-25,27300,2023-11-24 15:11:25
1245,,s3-r-w.eu-central-1.amazonaws.com,<=,11.6Mb,11.6Mb,11.6Mb,2.91MB,2023-11-24-15-11-25,2910000,2023-11-24 15:11:25
1246,4,172.30.74.51,=>,78.8Kb,78.8Kb,78.8Kb,19.7KB,2023-11-24-15-11-25,19700,2023-11-24 15:11:25
1247,,s3-r-w.eu-central-1.amazonaws.com,<=,8.25Mb,8.25Mb,8.25Mb,2.06MB,2023-11-24-15-11-25,2060000,2023-11-24 15:11:25
1248,5,172.30.74.51,=>,2.71Kb,2.71Kb,2.71Kb,693B,2023-11-24-15-11-25,693,2023-11-24 15:11:25
1249,,l03236.mshome.net,<=,4.89Kb,4.89Kb,4.89Kb,1.22KB,2023-11-24-15-11-25,1220,2023-11-24 15:11:25
1250,6,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-11-25,0,2023-11-24 15:11:25
1251,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-15-11-25,308,2023-11-24 15:11:25
1252,1,172.30.74.51,=>,129Kb,129Kb,129Kb,32.3KB,2023-11-24-14-57-56,32299,2023-11-24 14:57:56
1253,,s3-r-w.eu-central-1.amazonaws.com,<=,27.7Mb,27.7Mb,27.7Mb,6.94MB,2023-11-24-14-57-56,6940000,2023-11-24 14:57:56
1254,2,172.30.74.51,=>,960b,960b,960b,240B,2023-11-24-14-57-56,240,2023-11-24 14:57:56
1255,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-14-57-56,142,2023-11-24 14:57:56
1256,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-57-56,0,2023-11-24 14:57:56
1257,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-57-56,154,2023-11-24 14:57:56
1258,1,172.30.74.51,=>,70.3Kb,70.3Kb,70.3Kb,17.6KB,2023-11-24-14-55-25,17600,2023-11-24 14:55:25
1259,,3.5.139.156,<=,10.3Mb,10.3Mb,10.3Mb,2.59MB,2023-11-24-14-55-25,2590000,2023-11-24 14:55:25
1260,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-55-25,99,2023-11-24 14:55:25
1261,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-14-55-25,426,2023-11-24 14:55:25
1262,1,172.30.74.51,=>,126Kb,126Kb,126Kb,31.5KB,2023-11-24-15-08-51,31500,2023-11-24 15:08:51
1263,,s3-r-w.eu-central-1.amazonaws.com,<=,27.0Mb,27.0Mb,27.0Mb,6.76MB,2023-11-24-15-08-51,6760000,2023-11-24 15:08:51
1264,2,172.30.74.51,=>,852b,852b,852b,213B,2023-11-24-15-08-51,213,2023-11-24 15:08:51
1265,,l03236.mshome.net,<=,1.70Kb,1.70Kb,1.70Kb,435B,2023-11-24-15-08-51,435,2023-11-24 15:08:51
1266,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-08-51,0,2023-11-24 15:08:51
1267,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-08-51,154,2023-11-24 15:08:51
1268,1,172.30.74.51,=>,117Kb,117Kb,117Kb,29.3KB,2023-11-24-15-05-50,29300,2023-11-24 15:05:50
1269,,s3-r-w.eu-central-1.amazonaws.com,<=,23.1Mb,23.1Mb,23.1Mb,5.77MB,2023-11-24-15-05-50,5770000,2023-11-24 15:05:50
1270,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-05-50,340,2023-11-24 15:05:50
1271,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-05-50,142,2023-11-24 15:05:50
1272,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-05-50,0,2023-11-24 15:05:50
1273,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-05-50,77,2023-11-24 15:05:50
1274,1,172.30.74.51,=>,129Kb,129Kb,129Kb,32.4KB,2023-11-24-15-08-47,32400,2023-11-24 15:08:47
1275,,s3-r-w.eu-central-1.amazonaws.com,<=,28.1Mb,28.1Mb,28.1Mb,7.03MB,2023-11-24-15-08-47,7030000,2023-11-24 15:08:47
1276,2,172.30.74.51,=>,1.23Kb,1.23Kb,1.23Kb,315B,2023-11-24-15-08-47,315,2023-11-24 15:08:47
1277,,l03236.mshome.net,<=,1.70Kb,1.70Kb,1.70Kb,435B,2023-11-24-15-08-47,435,2023-11-24 15:08:47
1278,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-08-47,0,2023-11-24 15:08:47
1279,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-08-47,154,2023-11-24 15:08:47
1280,1,172.30.74.51,=>,46.3Kb,46.3Kb,46.3Kb,11.6KB,2023-11-24-15-02-38,11600,2023-11-24 15:02:38
1281,,s3-r-w.eu-central-1.amazonaws.com,<=,11.3Mb,11.3Mb,11.3Mb,2.81MB,2023-11-24-15-02-38,2810000,2023-11-24 15:02:38
1282,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-02-38,99,2023-11-24 15:02:38
1283,,172.30.64.1,<=,1.62Kb,1.62Kb,1.62Kb,415B,2023-11-24-15-02-38,415,2023-11-24 15:02:38
1284,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-02-38,0,2023-11-24 15:02:38
1285,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-15-02-38,401,2023-11-24 15:02:38
1286,4,172.30.74.51,=>,764b,764b,764b,191B,2023-11-24-15-02-38,191,2023-11-24 15:02:38
1287,,52.219.72.225,<=,444b,444b,444b,111B,2023-11-24-15-02-38,111,2023-11-24 15:02:38
1288,5,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-02-38,0,2023-11-24 15:02:38
1289,,172.30.64.1,<=,640b,640b,640b,160B,2023-11-24-15-02-38,160,2023-11-24 15:02:38
1290,1,172.30.74.51,=>,47.7Kb,47.7Kb,47.7Kb,11.9KB,2023-11-24-15-05-08,11900,2023-11-24 15:05:08
1291,,52.219.46.16,<=,10.9Mb,10.9Mb,10.9Mb,2.74MB,2023-11-24-15-05-08,2740000,2023-11-24 15:05:08
1292,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-05-08,99,2023-11-24 15:05:08
1293,,172.30.64.1,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-15-05-08,286,2023-11-24 15:05:08
1294,1,172.30.74.51,=>,139Kb,139Kb,139Kb,34.7KB,2023-11-24-15-00-50,34700,2023-11-24 15:00:50
1295,,s3-r-w.eu-central-1.amazonaws.com,<=,28.1Mb,28.1Mb,28.1Mb,7.03MB,2023-11-24-15-00-50,7030000,2023-11-24 15:00:50
1296,2,172.30.74.51,=>,1.61Kb,1.61Kb,1.61Kb,412B,2023-11-24-15-00-50,412,2023-11-24 15:00:50
1297,,l03236.mshome.net,<=,1.68Kb,1.68Kb,1.68Kb,431B,2023-11-24-15-00-50,431,2023-11-24 15:00:50
1298,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-00-50,0,2023-11-24 15:00:50
1299,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-00-50,154,2023-11-24 15:00:50
1300,1,172.30.74.51,=>,138Kb,138Kb,138Kb,34.6KB,2023-11-24-15-11-36,34600,2023-11-24 15:11:36
1301,,s3-r-w.eu-central-1.amazonaws.com,<=,22.2Mb,22.2Mb,22.2Mb,5.56MB,2023-11-24-15-11-36,5560000,2023-11-24 15:11:36
1302,2,172.30.74.51,=>,70.2Kb,70.2Kb,70.2Kb,17.6KB,2023-11-24-15-11-36,17600,2023-11-24 15:11:36
1303,,s3-r-w.eu-central-1.amazonaws.com,<=,8.44Mb,8.44Mb,8.44Mb,2.11MB,2023-11-24-15-11-36,2110000,2023-11-24 15:11:36
1304,3,172.30.74.51,=>,564b,564b,564b,141B,2023-11-24-15-11-36,141,2023-11-24 15:11:36
1305,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-11-36,142,2023-11-24 15:11:36
1306,4,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-11-36,0,2023-11-24 15:11:36
1307,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-11-36,154,2023-11-24 15:11:36
1308,5,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-11-36,0,2023-11-24 15:11:36
1309,,l03236.mshome.net,<=,612b,612b,612b,153B,2023-11-24-15-11-36,153,2023-11-24 15:11:36
1310,1,172.30.74.51,=>,120Kb,120Kb,120Kb,30.0KB,2023-11-24-15-04-24,30000,2023-11-24 15:04:24
1311,,s3-r-w.eu-central-1.amazonaws.com,<=,28.9Mb,28.9Mb,28.9Mb,7.22MB,2023-11-24-15-04-24,7220000,2023-11-24 15:04:24
1312,2,172.30.74.51,=>,968b,968b,968b,242B,2023-11-24-15-04-24,242,2023-11-24 15:04:24
1313,,172.30.64.1,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-15-04-24,286,2023-11-24 15:04:24
1314,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-04-24,0,2023-11-24 15:04:24
1315,,172.30.64.1,<=,1.23Kb,1.23Kb,1.23Kb,316B,2023-11-24-15-04-24,316,2023-11-24 15:04:24
1316,1,172.30.74.51,=>,46.7Kb,46.7Kb,46.7Kb,11.7KB,2023-11-24-15-07-22,11700,2023-11-24 15:07:22
1317,,s3-r-w.eu-central-1.amazonaws.com,<=,9.09Mb,9.09Mb,9.09Mb,2.27MB,2023-11-24-15-07-22,2270000,2023-11-24 15:07:22
1318,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-15-07-22,100,2023-11-24 15:07:22
1319,,l03236.mshome.net,<=,576b,576b,576b,144B,2023-11-24-15-07-22,144,2023-11-24 15:07:22
1320,1,172.30.74.51,=>,168Kb,168Kb,168Kb,42.0KB,2023-11-24-15-01-31,42000,2023-11-24 15:01:31
1321,,s3-r-w.eu-central-1.amazonaws.com,<=,20.8Mb,20.8Mb,20.8Mb,5.21MB,2023-11-24-15-01-31,5210000,2023-11-24 15:01:31
1322,2,172.30.74.51,=>,1.71Kb,1.71Kb,1.71Kb,438B,2023-11-24-15-01-31,438,2023-11-24 15:01:31
1323,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-01-31,426,2023-11-24 15:01:31
1324,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-01-31,0,2023-11-24 15:01:31
1325,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-01-31,77,2023-11-24 15:01:31
1326,1,172.30.74.51,=>,23.7Kb,23.7Kb,23.7Kb,5.93KB,2023-11-24-15-02-16,5930,2023-11-24 15:02:16
1327,,52.219.46.16,<=,53.1Kb,53.1Kb,53.1Kb,13.3KB,2023-11-24-15-02-16,13300,2023-11-24 15:02:16
1328,2,172.30.74.51,=>,8.20Kb,8.20Kb,8.20Kb,2.05KB,2023-11-24-15-02-16,2050,2023-11-24 15:02:16
1329,,3.5.137.114,<=,2.98Kb,2.98Kb,2.98Kb,762B,2023-11-24-15-02-16,762,2023-11-24 15:02:16
1330,3,172.30.74.51,=>,1.38Kb,1.38Kb,1.38Kb,352B,2023-11-24-15-02-16,352,2023-11-24 15:02:16
1331,,172.30.64.1,<=,5.71Kb,5.71Kb,5.71Kb,1.43KB,2023-11-24-15-02-16,1430,2023-11-24 15:02:16
1332,1,172.30.74.51,=>,137Kb,137Kb,137Kb,34.2KB,2023-11-24-15-01-53,34200,2023-11-24 15:01:53
1333,,s3-r-w.eu-central-1.amazonaws.com,<=,20.1Mb,20.1Mb,20.1Mb,5.03MB,2023-11-24-15-01-53,5030000,2023-11-24 15:01:53
1334,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-15-01-53,409,2023-11-24 15:01:53
1335,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,425B,2023-11-24-15-01-53,425,2023-11-24 15:01:53
1336,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-01-53,0,2023-11-24 15:01:53
1337,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-01-53,154,2023-11-24 15:01:53
1338,1,172.30.74.51,=>,76.0Kb,76.0Kb,76.0Kb,19.0KB,2023-11-24-15-00-52,19000,2023-11-24 15:00:52
1339,,3.5.137.114,<=,10.7Mb,10.7Mb,10.7Mb,2.69MB,2023-11-24-15-00-52,2690000,2023-11-24 15:00:52
1340,2,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-15-00-52,0,2023-11-24 15:00:52
1341,,172.30.64.1,<=,592b,592b,592b,148B,2023-11-24-15-00-52,148,2023-11-24 15:00:52
1342,1,172.30.74.51,=>,139Kb,139Kb,139Kb,34.6KB,2023-11-24-15-08-37,34600,2023-11-24 15:08:37
1343,,52.219.170.78,<=,28.2Mb,28.2Mb,28.2Mb,7.04MB,2023-11-24-15-08-37,7040000,2023-11-24 15:08:37
