,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
2131,,l03236.mshome.net,<=,2.89Kb,2.89Kb,2.89Kb,741B,2023-11-24-15-10-23,741,2023-11-24 15:10:23
2132,1,172.30.74.51,=>,141Kb,141Kb,141Kb,35.3KB,2023-11-24-15-09-31,35300,2023-11-24 15:09:31
2133,,s3-r-w.eu-central-1.amazonaws.com,<=,27.2Mb,27.2Mb,27.2Mb,6.81MB,2023-11-24-15-09-31,6810000,2023-11-24 15:09:31
2134,2,172.30.74.51,=>,1.22Kb,1.22Kb,1.22Kb,312B,2023-11-24-15-09-31,312,2023-11-24 15:09:31
2135,,l03236.mshome.net,<=,2.73Kb,2.73Kb,2.73Kb,698B,2023-11-24-15-09-31,698,2023-11-24 15:09:31
2136,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-31,0,2023-11-24 15:09:31
2137,,l03236.mshome.net,<=,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-15-09-31,310,2023-11-24 15:09:31
2138,1,172.30.74.51,=>,149Kb,149Kb,149Kb,37.2KB,2023-11-24-14-56-23,37200,2023-11-24 14:56:23
2139,,s3-r-w.eu-central-1.amazonaws.com,<=,20.8Mb,20.8Mb,20.8Mb,5.19MB,2023-11-24-14-56-23,5190000,2023-11-24 14:56:23
2140,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-56-23,409,2023-11-24 14:56:23
2141,,l03236.mshome.net,<=,2.80Kb,2.80Kb,2.80Kb,717B,2023-11-24-14-56-23,717,2023-11-24 14:56:23
2142,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-56-23,0,2023-11-24 14:56:23
2143,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-56-23,77,2023-11-24 14:56:23
2144,1,172.30.74.51,=>,132Kb,132Kb,132Kb,32.9KB,2023-11-24-14-57-04,32900,2023-11-24 14:57:04
2145,,s3-r-w.eu-central-1.amazonaws.com,<=,23.9Mb,23.9Mb,23.9Mb,5.98MB,2023-11-24-14-57-04,5980000,2023-11-24 14:57:04
2146,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-14-57-04,339,2023-11-24 14:57:04
2147,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-14-57-04,284,2023-11-24 14:57:04
2148,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-57-04,0,2023-11-24 14:57:04
2149,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-57-04,77,2023-11-24 14:57:04
2150,1,172.30.74.51,=>,68.9Kb,68.9Kb,68.9Kb,17.2KB,2023-11-24-15-08-39,17200,2023-11-24 15:08:39
2151,,52.219.170.78,<=,15.2Mb,15.2Mb,15.2Mb,3.79MB,2023-11-24-15-08-39,3790000,2023-11-24 15:08:39
2152,2,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-08-39,0,2023-11-24 15:08:39
2153,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-15-08-39,401,2023-11-24 15:08:39
2154,3,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-15-08-39,100,2023-11-24 15:08:39
2155,,172.30.64.1,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-15-08-39,286,2023-11-24 15:08:39
2156,1,172.30.74.51,=>,58.0Kb,58.0Kb,58.0Kb,14.5KB,2023-11-24-15-07-06,14500,2023-11-24 15:07:06
2157,,s3-r-w.eu-central-1.amazonaws.com,<=,11.7Mb,11.7Mb,11.7Mb,2.92MB,2023-11-24-15-07-06,2920000,2023-11-24 15:07:06
2158,1,172.30.74.51,=>,63.1Kb,63.1Kb,63.1Kb,15.8KB,2023-11-24-15-00-19,15800,2023-11-24 15:00:19
2159,,s3-r-w.eu-central-1.amazonaws.com,<=,14.5Mb,14.5Mb,14.5Mb,3.62MB,2023-11-24-15-00-19,3620000,2023-11-24 15:00:19
2160,1,172.30.74.51,=>,62.1Kb,62.1Kb,62.1Kb,15.5KB,2023-11-24-14-56-55,15500,2023-11-24 14:56:55
2161,,3.5.137.114,<=,10.7Mb,10.7Mb,10.7Mb,2.67MB,2023-11-24-14-56-55,2670000,2023-11-24 14:56:55
2162,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-14-56-55,198,2023-11-24 14:56:55
2163,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-14-56-55,426,2023-11-24 14:56:55
2164,1,172.30.74.51,=>,69.0Kb,69.0Kb,69.0Kb,17.3KB,2023-11-24-14-59-41,17300,2023-11-24 14:59:41
2165,,3.5.137.114,<=,14.2Mb,14.2Mb,14.2Mb,3.56MB,2023-11-24-14-59-41,3560000,2023-11-24 14:59:41
2166,1,172.30.74.51,=>,71.6Kb,71.6Kb,71.6Kb,17.9KB,2023-11-24-14-56-17,17900,2023-11-24 14:56:17
2167,,s3-r-w.eu-central-1.amazonaws.com,<=,13.3Mb,13.3Mb,13.3Mb,3.33MB,2023-11-24-14-56-17,3330000,2023-11-24 14:56:17
2168,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-56-17,99,2023-11-24 14:56:17
2169,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-14-56-17,142,2023-11-24 14:56:17
2170,1,172.30.74.51,=>,35.9Kb,35.9Kb,35.9Kb,8.98KB,2023-11-24-14-57-11,8980,2023-11-24 14:57:11
2171,,s3-r-w.eu-central-1.amazonaws.com,<=,8.21Mb,8.21Mb,8.21Mb,2.05MB,2023-11-24-14-57-11,2049999,2023-11-24 14:57:11
2172,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-57-11,99,2023-11-24 14:57:11
2173,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-14-57-11,426,2023-11-24 14:57:11
2174,1,172.30.74.51,=>,42.7Kb,42.7Kb,42.7Kb,10.7KB,2023-11-24-15-05-58,10700,2023-11-24 15:05:58
2175,,s3-r-w.eu-central-1.amazonaws.com,<=,11.3Mb,11.3Mb,11.3Mb,2.84MB,2023-11-24-15-05-58,2840000,2023-11-24 15:05:58
2176,1,172.30.74.51,=>,77.4Kb,77.4Kb,77.4Kb,19.3KB,2023-11-24-14-58-54,19300,2023-11-24 14:58:54
2177,,s3-r-w.eu-central-1.amazonaws.com,<=,12.7Mb,12.7Mb,12.7Mb,3.16MB,2023-11-24-14-58-54,3160000,2023-11-24 14:58:54
2178,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-58-54,99,2023-11-24 14:58:54
2179,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-14-58-54,142,2023-11-24 14:58:54
2180,1,172.30.74.51,=>,540b,540b,540b,135B,2023-11-24-14-55-12,135,2023-11-24 14:55:12
2181,,20.189.173.7,<=,2.25Kb,2.25Kb,2.25Kb,576B,2023-11-24-14-55-12,576,2023-11-24 14:55:12
2182,1,172.30.74.51,=>,60.5Kb,60.5Kb,60.5Kb,15.1KB,2023-11-24-15-01-10,15100,2023-11-24 15:01:10
2183,,3.5.137.114,<=,10.7Mb,10.7Mb,10.7Mb,2.67MB,2023-11-24-15-01-10,2670000,2023-11-24 15:01:10
2184,1,172.30.74.51,=>,115Kb,115Kb,115Kb,28.7KB,2023-11-24-15-08-15,28700,2023-11-24 15:08:15
2185,,s3-r-w.eu-central-1.amazonaws.com,<=,25.1Mb,25.1Mb,25.1Mb,6.27MB,2023-11-24-15-08-15,6270000,2023-11-24 15:08:15
2186,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,341B,2023-11-24-15-08-15,341,2023-11-24 15:08:15
2187,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-08-15,284,2023-11-24 15:08:15
2188,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-08-15,0,2023-11-24 15:08:15
2189,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-08-15,154,2023-11-24 15:08:15
2190,1,172.30.74.51,=>,109Kb,109Kb,109Kb,27.1KB,2023-11-24-15-04-35,27100,2023-11-24 15:04:35
